hash,repository_name,qwenmax_optimization_summary_final,qwenmax_is_generic_optimization_final,dsv3_optimization_summary_final,dsv3_is_generic_optimization_final
3d7d72a34e05b23e21bafc8bfb861e73c86b31f3,linux-socfpga,"The optimization strategy involves adding `cond_resched()` calls to break up long non-preemptible delays and allow other tasks to run, thereby reducing latencies and avoiding softlockup warnings.",False,The optimization strategy involves adding `cond_resched()` to break up long non-preemptible delays in `sgx_vepc_release()` to reduce latencies and avoid softlockup warnings.,True
911684a9c0c45d3eace70b04779c372936b3ab36,dosbox-staging,"The optimization replaced `push_back` with `emplace_back` to construct objects in-place within the `sources` container, reducing unnecessary temporary object creation and improving performance.",True,The optimization strategy involved replacing `push_back` with `emplace_back` to avoid unnecessary object creation and improve performance in the `sources` container.,True
5e70f4bdc15960730d0ff2aa167399e36bc64278,BsodSurvivor,The optimization strategy replaced a potentially quadratic-time line table construction method with a more efficient approach to guarantee reasonable performance.,False,The optimization strategy involved replacing a potentially quadratic line table construction method with a more efficient constructor to ensure reasonable performance.,True
192542ce384d0c99866b4b95414117429a215c5b,BsodSurvivor,"The optimization strategy involved replacing a test for ""pure"" with a test for ""virtual"" to achieve the same effect but with claimed performance improvements.",False,The optimization strategy involved replacing a pure virtual function with a virtual function to potentially improve performance.,True
6f95bcec53aa9e83b8158d41b047d9063c584d10,gdal,The optimization strategy involved improving the efficiency of detecting Rasterlite compliant files by refining the logic used in the detection process.,False,The optimization strategy involves improving the efficiency of detecting Rasterlite compliant files by refining the file detection logic.,False
9bfbb7581358686c837f08f8f340b99e114dfed8,clang-wasm,The optimization strategy avoids unnecessary memory reallocation by directly extending the last memory block when possible.,True,The optimization strategy involves optimizing the `realloc` function specifically for the last memory block to improve performance.,False
736af4b3d7af165f268850219e3d467e30db4848,scanner,The optimization strategy involved prefetching uncommitted tables to improve database recovery and initialization performance.,False,The optimization strategy involves prefetching uncommitted tables to improve performance during database recovery and initialization.,False
4be1dea1d3a8212c5d8ea4175020162afb4bc485,parrot,The optimization strategy involved replacing a custom byte-by-byte search with the standard library's `index()` function while avoiding unnecessary calls to `memcmp()` when failure is guaranteed.,False,"The optimization strategy involved reducing unnecessary calls to `memcmp()` by adding a conditional check to avoid its execution when it is obvious that it will fail, and leveraging the standard library's `index()` function for faster string searching.",True
51ecc7318f7aea8472cf49be768eac7f3236eeaa,SPIRV-Tools,The optimization strategy avoids redundant instruction creation and deletion by directly moving instructions during inlining instead of cloning and deleting them.,False,"The optimization strategy involves moving instructions to new blocks instead of cloning and deleting them during function inlining, reducing the overhead of instruction creation and deletion.",True
3da361ee77ac5b3daf90f7c91765e85eccd6a18a,asterisk,The optimization strategy involved reducing redundant file reads by caching the file content in memory during the `apply_outgoing` function execution.,False,The optimization strategy involved improving file reading efficiency in the `pbx_spool.c` file by modifying the `apply_outgoing` function to reduce overhead and enhance performance.,False
379eee0fbdebacafc06bd374a403fd1c1773bbac,platform_system_core,The optimization strategy involved eliminating a redundant vector copy to improve performance by directly using the original vector.,True,The optimization strategy involved eliminating a redundant vector copy to improve performance.,True
e5fc3b2bd3abc733ea3ee26d7a880bf3c89898be,legion,The optimization strategy involved restructuring the logic in `perform_ready_check` to reduce redundant computations and improve early exit conditions.,False,The optimization strategy involved improving the efficiency of the ready check for composite views by refining the logic to reduce unnecessary computations.,False
73bac4923f8f26ae3c719133c640c98d57f10713,osv,The optimization strategy used is to replace waking a single consumer with waking all consumers to reduce latency when multiple threads are waiting for entropy.,False,The optimization strategy involves using `wake_all()` instead of a single wake-up call to reduce latency by waking all waiting threads when the entropy pool is refilled.,True
8ba694548782c1821ab119c18fe02360a81c6768,ffmpeg,The optimization fixes an off-by-one error in memory allocation logic to prevent unnecessary large allocations in ff_fast_malloc().,False,The optimization strategy involved fixing an off-by-one error to prevent unnecessary memory allocation in the `ff_fast_malloc()` function.,True
08be1803eecb5ae464440812ea06e79b21289053,rocksdb,The optimization strategy avoided unnecessary calls to `SleepForMicroseconds()` in debug mode by checking if the delay is set before invoking the sleep function.,False,"The optimization strategy involved avoiding unnecessary calls to `SleepForMicroseconds()` when no delay is set, specifically in debug mode.",True
2c8a0dbaf5d33c1d5b89b54839910a43cbae2180,freeorion,The optimization strategy avoids unnecessary copying of objects by utilizing references or pointers instead of passing by value.,True,The optimization strategy avoids unnecessary copying of objects to improve performance.,True
b936e398e2c49c1b766db9aefbd24e3563b4a751,flac,The optimization strategy used is to replace a loop with a direct memory write operation to reduce iteration overhead.,True,The optimization strategy involved reducing the number of function calls and loop iterations in the `FLAC__bitwriter_write_byte_block` function to speed up metadata writing.,True
